Chrom	Start	End	Strand	Feature	H37rv_GeneID	Symbol	Functional_Category	Gene_Cat_V2	N_Pos	N_Neg	Total	Positive_Proportion	Middle	Length	AnyPosEpitope	Antigen_LVL2	N_HmRegion	HasHmRegion	AntigenLVL2_And_HHR_Comb
NC_000962.3	2683247	2683712	-	CDS	Rv2389c	rpfD	cell wall and cell processes	cell wall and cell processes	0	2	2	0.0	2683479.5	465	False	False	0	False	NonReactive-Unq
NC_000962.3	2683708	2684266	-	CDS	Rv2390c	Rv2390c	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	2683987.0	558	False	False	0	False	NonReactive-Unq
NC_000962.3	2684678	2686370	+	CDS	Rv2391	sirA	intermediary metabolism and respiration	intermediary metabolism and respiration	0	8	8	0.0	2685524.0	1692	False	False	0	False	NonReactive-Unq
NC_000962.3	2686366	2687131	+	CDS	Rv2392	cysH	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	2686748.5	765	False	False	0	False	NonReactive-Unq
NC_000962.3	2687127	2687973	+	CDS	Rv2393	che1	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	2687550.0	846	False	False	1	True	NonReactive-HHR
NC_000962.3	2688009	2689941	+	CDS	Rv2394	ggtB	intermediary metabolism and respiration	intermediary metabolism and respiration	0	10	10	0.0	2688975.0	1932	False	False	0	False	NonReactive-Unq
NC_000962.3	2690071	2692075	+	CDS	Rv2395	Rv2395	cell wall and cell processes	cell wall and cell processes	0	10	10	0.0	2691073.0	2004	False	False	0	False	NonReactive-Unq
NC_000962.3	2692798	2693884	+	CDS	Rv2396	PE_PGRS41	PE/PPE	PE/PPE	0	5	5	0.0	2693341.0	1086	False	False	0	False	NonReactive-Unq
NC_000962.3	2693908	2694964	-	CDS	Rv2397c	cysA1	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	2694436.0	1056	False	False	0	False	NonReactive-Unq
NC_000962.3	2694980	2695799	-	CDS	Rv2398c	cysW	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	2695389.5	819	False	False	0	False	NonReactive-Unq
NC_000962.3	2695795	2696647	-	CDS	Rv2399c	cysT	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	2696221.0	852	False	False	0	False	NonReactive-Unq
NC_000962.3	2696643	2697714	-	CDS	Rv2400c	subI	cell wall and cell processes	cell wall and cell processes	0	5	5	0.0	2697178.5	1071	False	False	0	False	NonReactive-Unq
NC_000962.3	2697727	2698057	+	CDS	Rv2401	Rv2401	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2697892.0	330	False	False	0	False	NonReactive-Unq
NC_000962.3	2698041	2698245	-	CDS	Rv2401A	Rv2401A	cell wall and cell processes	cell wall and cell processes	0	2	2	0.0	2698143.0	204	False	False	0	False	NonReactive-Unq
NC_000962.3	2698528	2700457	+	CDS	Rv2402	Rv2402	conserved hypotheticals	conserved hypotheticals	0	10	10	0.0	2699492.5	1929	False	False	0	False	NonReactive-Unq
NC_000962.3	2700534	2701290	-	CDS	Rv2403c	lppR	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	2700912.0	756	False	False	0	False	NonReactive-Unq
NC_000962.3	2701286	2703248	-	CDS	Rv2404c	lepA	intermediary metabolism and respiration	intermediary metabolism and respiration	0	10	10	0.0	2702267.0	1962	False	False	0	False	NonReactive-Unq
NC_000962.3	2703268	2703838	+	CDS	Rv2405	Rv2405	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	2703553.0	570	False	False	0	False	NonReactive-Unq
NC_000962.3	2704008	2704437	-	CDS	Rv2406c	Rv2406c	conserved hypotheticals	conserved hypotheticals	0	1	1	0.0	2704222.5	429	False	False	0	False	NonReactive-Unq
NC_000962.3	2704696	2705518	+	CDS	Rv2407	Rv2407	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	2705107.0	822	False	False	0	False	NonReactive-Unq
NC_000962.3	2706016	2706736	+	CDS	Rv2408	PE24	PE/PPE	PE/PPE	0	3	3	0.0	2706376.0	720	False	False	0	False	NonReactive-Unq
NC_000962.3	2706493	2707333	-	CDS	Rv2409c	Rv2409c	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	2706913.0	840	False	False	0	False	NonReactive-Unq
NC_000962.3	2707332	2708310	-	CDS	Rv2410c	Rv2410c	conserved hypotheticals	conserved hypotheticals	0	5	5	0.0	2707821.0	978	False	False	0	False	NonReactive-Unq
NC_000962.3	2708309	2709965	-	CDS	Rv2411c	Rv2411c	conserved hypotheticals	conserved hypotheticals	0	8	8	0.0	2709137.0	1656	False	False	0	False	NonReactive-Unq
NC_000962.3	2710074	2710335	+	CDS	Rv2412	rpsT	information pathways	information pathways	0	2	2	0.0	2710204.5	261	False	False	0	False	NonReactive-Unq
NC_000962.3	2710350	2711301	-	CDS	Rv2413c	Rv2413c	conserved hypotheticals	conserved hypotheticals	0	5	5	0.0	2710825.5	951	False	False	0	False	NonReactive-Unq
NC_000962.3	2711331	2712876	-	CDS	Rv2414c	Rv2414c	conserved hypotheticals	conserved hypotheticals	0	8	8	0.0	2712103.5	1545	False	False	0	False	NonReactive-Unq
NC_000962.3	2712890	2713784	-	CDS	Rv2415c	Rv2415c	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	2713337.0	894	False	False	0	False	NonReactive-Unq
NC_000962.3	2714123	2715332	-	CDS	Rv2416c	eis	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	6	6	0.0	2714727.5	1209	False	False	0	False	NonReactive-Unq
NC_000962.3	2715471	2716314	-	CDS	Rv2417c	Rv2417c	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	2715892.5	843	False	False	0	False	NonReactive-Unq
NC_000962.3	2716394	2717138	-	CDS	Rv2418c	octT	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	2716766.0	744	False	False	0	False	NonReactive-Unq
NC_000962.3	2717127	2717799	-	CDS	Rv2419c	gpgP	intermediary metabolism and respiration	intermediary metabolism and respiration	0	3	3	0.0	2717463.0	672	False	False	0	False	NonReactive-Unq
NC_000962.3	2717795	2718176	-	CDS	Rv2420c	Rv2420c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2717985.5	381	False	False	0	False	NonReactive-Unq
NC_000962.3	2718172	2718808	-	CDS	Rv2421c	nadD	intermediary metabolism and respiration	intermediary metabolism and respiration	0	3	3	0.0	2718490.0	636	False	False	0	False	NonReactive-Unq
NC_000962.3	2719082	2719355	+	CDS	Rv2422	Rv2422	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2719218.5	273	False	False	0	False	NonReactive-Unq
NC_000962.3	2719596	2720643	+	CDS	Rv2423	Rv2423	conserved hypotheticals	conserved hypotheticals	0	5	5	0.0	2720119.5	1047	False	False	1	True	NonReactive-HHR
NC_000962.3	2720775	2721777	-	CDS	Rv2424c	Rv2424c	insertion seqs and phages	insertion seqs and phages	0	4	4	0.0	2721276.0	1002	False	False	1	True	NonReactive-HHR
NC_000962.3	2721865	2723308	-	CDS	Rv2425c	Rv2425c	conserved hypotheticals	conserved hypotheticals	0	7	7	0.0	2722586.5	1443	False	False	0	False	NonReactive-Unq
NC_000962.3	2723307	2724183	-	CDS	Rv2426c	Rv2426c	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	2723745.0	876	False	False	0	False	NonReactive-Unq
NC_000962.3	2724229	2725477	-	CDS	Rv2427c	proA	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	2724853.0	1248	False	False	0	False	NonReactive-Unq
NC_000962.3	2726192	2726780	+	CDS	Rv2428	ahpC	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	3	3	0.0	2726486.0	588	False	False	0	False	NonReactive-Unq
NC_000962.3	2726805	2727339	+	CDS	Rv2429	ahpD	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	3	3	0.0	2727072.0	534	False	False	0	False	NonReactive-Unq
NC_000962.3	2727335	2727920	-	CDS	Rv2430c	PPE41	PE/PPE	PE/PPE	0	3	3	0.0	2727627.5	585	False	False	0	False	NonReactive-Unq
NC_000962.3	2727966	2728266	-	CDS	Rv2431c	PE25	PE/PPE	PE/PPE	0	2	2	0.0	2728116.0	300	False	False	0	False	NonReactive-Unq
NC_000962.3	2728436	2728847	-	CDS	Rv2432c	Rv2432c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2728641.5	411	False	False	0	False	NonReactive-Unq
NC_000962.3	2728843	2729134	-	CDS	Rv2433c	Rv2433c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2728988.5	291	False	False	0	False	NonReactive-Unq
NC_000962.3	2729114	2730560	-	CDS	Rv2434c	Rv2434c	cell wall and cell processes	cell wall and cell processes	0	6	6	0.0	2729837.0	1446	False	False	0	False	NonReactive-Unq
NC_000962.3	2730556	2732749	-	CDS	Rv2435c	Rv2435c	intermediary metabolism and respiration	intermediary metabolism and respiration	0	10	10	0.0	2731652.5	2193	False	False	0	False	NonReactive-Unq
NC_000962.3	2733229	2734144	+	CDS	Rv2436	rbsK	intermediary metabolism and respiration	intermediary metabolism and respiration	0	5	5	0.0	2733686.5	915	False	False	0	False	NonReactive-Unq
NC_000962.3	2734375	2734795	+	CDS	Rv2437	Rv2437	cell wall and cell processes	cell wall and cell processes	0	2	2	0.0	2734585.0	420	False	False	0	False	NonReactive-Unq
NC_000962.3	2734791	2736831	-	CDS	Rv2438c	nadE	intermediary metabolism and respiration	intermediary metabolism and respiration	0	10	10	0.0	2735811.0	2040	False	False	0	False	NonReactive-Unq
NC_000962.3	2736708	2736987	+	CDS	Rv2438A	Rv2438A	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2736847.5	279	False	False	0	False	NonReactive-Unq
NC_000962.3	2737116	2738247	-	CDS	Rv2439c	proB	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	2737681.5	1131	False	False	0	False	NonReactive-Unq
NC_000962.3	2738246	2739686	-	CDS	Rv2440c	obg	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	2738966.0	1440	False	False	0	False	NonReactive-Unq
NC_000962.3	2739771	2740032	-	CDS	Rv2441c	rpmA	information pathways	information pathways	0	2	2	0.0	2739901.5	261	False	False	0	False	NonReactive-Unq
NC_000962.3	2740046	2740361	-	CDS	Rv2442c	rplU	information pathways	information pathways	0	2	2	0.0	2740203.5	315	False	False	0	False	NonReactive-Unq
NC_000962.3	2740708	2742184	+	CDS	Rv2443	dctA	cell wall and cell processes	cell wall and cell processes	0	7	7	0.0	2741446.0	1476	False	False	0	False	NonReactive-Unq
NC_000962.3	2742122	2744984	-	CDS	Rv2444c	rne	information pathways	information pathways	0	10	10	0.0	2743553.0	2862	False	False	0	False	NonReactive-Unq
NC_000962.3	2745313	2745724	-	CDS	Rv2445c	ndkA	intermediary metabolism and respiration	intermediary metabolism and respiration	0	2	2	0.0	2745518.5	411	False	False	0	False	NonReactive-Unq
NC_000962.3	2745766	2746138	-	CDS	Rv2446c	Rv2446c	cell wall and cell processes	cell wall and cell processes	0	2	2	0.0	2745952.0	372	False	False	0	False	NonReactive-Unq
NC_000962.3	2746134	2747598	-	CDS	Rv2447c	folC	intermediary metabolism and respiration	intermediary metabolism and respiration	0	7	7	0.0	2746866.0	1464	False	False	0	False	NonReactive-Unq
NC_000962.3	2747594	2750225	-	CDS	Rv2448c	valS	information pathways	information pathways	0	10	10	0.0	2748909.5	2631	False	False	0	False	NonReactive-Unq
NC_000962.3	2750312	2751572	-	CDS	Rv2449c	Rv2449c	conserved hypotheticals	conserved hypotheticals	0	6	6	0.0	2750942.0	1260	False	False	0	False	NonReactive-Unq
NC_000962.3	2751661	2752180	-	CDS	Rv2450c	rpfE	cell wall and cell processes	cell wall and cell processes	0	3	3	0.0	2751920.5	519	False	False	0	False	NonReactive-Unq
NC_000962.3	2752261	2752660	+	CDS	Rv2451	Rv2451	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2752460.5	399	False	False	0	False	NonReactive-Unq
NC_000962.3	2752847	2752994	-	CDS	Rv2452c	Rv2452c	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	2752920.5	147	False	False	0	False	NonReactive-Unq
NC_000962.3	2753017	2753623	-	CDS	Rv2453c	mobA	intermediary metabolism and respiration	intermediary metabolism and respiration	0	3	3	0.0	2753320.0	606	False	False	0	False	NonReactive-Unq
NC_000962.3	2753624	2754746	-	CDS	Rv2454c	Rv2454c	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	2754185.0	1122	False	False	0	False	NonReactive-Unq
NC_000962.3	2754742	2756704	-	CDS	Rv2455c	Rv2455c	intermediary metabolism and respiration	intermediary metabolism and respiration	0	10	10	0.0	2755723.0	1962	False	False	0	False	NonReactive-Unq
NC_000962.3	2756935	2758192	-	CDS	Rv2456c	Rv2456c	cell wall and cell processes	cell wall and cell processes	0	6	6	0.0	2757563.5	1257	False	False	0	False	NonReactive-Unq
NC_000962.3	2758207	2759488	-	CDS	Rv2457c	clpX	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	2758847.5	1281	False	False	0	False	NonReactive-Unq
NC_000962.3	2759778	2760687	+	CDS	Rv2458	mmuM	intermediary metabolism and respiration	intermediary metabolism and respiration	0	5	5	0.0	2760232.5	909	False	False	0	False	NonReactive-Unq
NC_000962.3	2760853	2762380	+	CDS	Rv2459	Rv2459	cell wall and cell processes	cell wall and cell processes	0	8	8	0.0	2761616.5	1527	False	False	0	False	NonReactive-Unq
NC_000962.3	2762530	2763175	-	CDS	Rv2460c	clpP2	intermediary metabolism and respiration	intermediary metabolism and respiration	0	3	3	0.0	2762852.5	645	False	False	0	False	NonReactive-Unq
NC_000962.3	2763171	2763774	-	CDS	Rv2461c	clpP1	intermediary metabolism and respiration	intermediary metabolism and respiration	0	3	3	0.0	2763472.5	603	False	False	0	False	NonReactive-Unq
NC_000962.3	2763890	2765291	-	CDS	Rv2462c	tig	cell wall and cell processes	cell wall and cell processes	0	7	7	0.0	2764590.5	1401	False	False	0	False	NonReactive-Unq
NC_000962.3	2765654	2766839	+	CDS	Rv2463	lipP	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	2766246.5	1185	False	False	0	False	NonReactive-Unq
NC_000962.3	2766858	2767665	-	CDS	Rv2464c	Rv2464c	information pathways	information pathways	0	4	4	0.0	2767261.5	807	False	False	0	False	NonReactive-Unq
NC_000962.3	2767670	2768159	-	CDS	Rv2465c	rpiB	intermediary metabolism and respiration	intermediary metabolism and respiration	0	2	2	0.0	2767914.5	489	False	False	0	False	NonReactive-Unq
NC_000962.3	2768260	2768884	-	CDS	Rv2466c	Rv2466c	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	2768572.0	624	False	False	0	False	NonReactive-Unq
NC_000962.3	2768985	2771571	+	CDS	Rv2467	pepN	intermediary metabolism and respiration	intermediary metabolism and respiration	0	10	10	0.0	2770278.0	2586	False	False	0	False	NonReactive-Unq
NC_000962.3	2771643	2772147	-	CDS	Rv2468c	Rv2468c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2771895.0	504	False	False	0	False	NonReactive-Unq
NC_000962.3	2772366	2773035	-	CDS	Rv2469c	Rv2469c	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	2772700.5	669	False	False	0	False	NonReactive-Unq
NC_000962.3	2773177	2773564	+	CDS	Rv2470	glbO	intermediary metabolism and respiration	intermediary metabolism and respiration	0	2	2	0.0	2773370.5	387	False	False	0	False	NonReactive-Unq
NC_000962.3	2773563	2775204	+	CDS	Rv2471	aglA	intermediary metabolism and respiration	intermediary metabolism and respiration	0	7	7	0.0	2774383.5	1641	False	False	0	False	NonReactive-Unq
NC_000962.3	2775271	2775565	+	CDS	Rv2472	Rv2472	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2775418.0	294	False	False	0	False	NonReactive-Unq
NC_000962.3	2775567	2776284	+	CDS	Rv2473	Rv2473	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	2775925.5	717	False	False	0	False	NonReactive-Unq
NC_000962.3	2776315	2776969	-	CDS	Rv2474c	Rv2474c	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	2776642.0	654	False	False	0	False	NonReactive-Unq
NC_000962.3	2776974	2777391	-	CDS	Rv2475c	Rv2475c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2777182.5	417	False	False	0	False	NonReactive-Unq
NC_000962.3	2777387	2782262	-	CDS	Rv2476c	gdh	intermediary metabolism and respiration	intermediary metabolism and respiration	0	10	10	0.0	2779824.5	4875	False	False	0	False	NonReactive-Unq
NC_000962.3	2782365	2784042	-	CDS	Rv2477c	Rv2477c	cell wall and cell processes	cell wall and cell processes	0	8	8	0.0	2783203.5	1677	False	False	0	False	NonReactive-Unq
NC_000962.3	2784122	2784608	-	CDS	Rv2478c	Rv2478c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2784365.0	486	False	False	1	True	NonReactive-HHR
NC_000962.3	2786574	2786898	-	CDS	Rv2481c	Rv2481c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2786736.0	324	False	False	0	False	NonReactive-Unq
NC_000962.3	2786913	2789283	-	CDS	Rv2482c	plsB2	lipid metabolism	lipid metabolism	0	10	10	0.0	2788098.0	2370	False	False	0	False	NonReactive-Unq
NC_000962.3	2789279	2791022	-	CDS	Rv2483c	plsC	lipid metabolism	lipid metabolism	0	9	9	0.0	2790150.5	1743	False	False	0	False	NonReactive-Unq
NC_000962.3	2791018	2792494	-	CDS	Rv2484c	Rv2484c	lipid metabolism	lipid metabolism	0	7	7	0.0	2791756.0	1476	False	False	0	False	NonReactive-Unq
NC_000962.3	2792722	2793988	-	CDS	Rv2485c	lipQ	intermediary metabolism and respiration	intermediary metabolism and respiration	0	2	2	0.0	2793355.0	1266	False	False	0	False	NonReactive-Unq
NC_000962.3	2794349	2795120	+	CDS	Rv2486	echA14	lipid metabolism	lipid metabolism	0	4	4	0.0	2794734.5	771	False	False	0	False	NonReactive-Unq
NC_000962.3	2795300	2797385	-	CDS	Rv2487c	PE_PGRS42	PE/PPE	PE/PPE	0	10	10	0.0	2796342.5	2085	False	False	1	True	NonReactive-HHR
NC_000962.3	2797466	2800880	-	CDS	Rv2488c	Rv2488c	regulatory proteins	regulatory proteins	0	10	10	0.0	2799173.0	3414	False	False	1	True	NonReactive-HHR
NC_000962.3	2801253	2806236	-	CDS	Rv2490c	PE_PGRS43	PE/PPE	PE/PPE	0	9	9	0.0	2803744.5	4983	False	False	1	True	NonReactive-HHR
NC_000962.3	2806664	2807288	+	CDS	Rv2491	Rv2491	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	2806976.0	624	False	False	0	False	NonReactive-Unq
NC_000962.3	2807277	2808030	+	CDS	Rv2492	Rv2492	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	2807653.5	753	False	False	0	False	NonReactive-Unq
NC_000962.3	2808082	2808304	+	CDS	Rv2493	vapB38	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	2808193.0	222	False	False	0	False	NonReactive-Unq
NC_000962.3	2808309	2808735	+	CDS	Rv2494	vapC38	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	2808522.0	426	False	False	0	False	NonReactive-Unq
NC_000962.3	2808757	2809939	-	CDS	Rv2495c	bkdC	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	2809348.0	1182	False	False	0	False	NonReactive-Unq
NC_000962.3	2809935	2810982	-	CDS	Rv2496c	bkdB	intermediary metabolism and respiration	intermediary metabolism and respiration	0	5	5	0.0	2810458.5	1047	False	False	0	False	NonReactive-Unq
NC_000962.3	2810992	2812096	-	CDS	Rv2497c	bkdA	intermediary metabolism and respiration	intermediary metabolism and respiration	0	5	5	0.0	2811544.0	1104	False	False	0	False	NonReactive-Unq
NC_000962.3	2812354	2813176	-	CDS	Rv2498c	citE	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	2812765.0	822	False	False	0	False	NonReactive-Unq
NC_000962.3	2813172	2813730	-	CDS	Rv2499c	Rv2499c	intermediary metabolism and respiration	intermediary metabolism and respiration	0	3	3	0.0	2813451.0	558	False	False	0	False	NonReactive-Unq
NC_000962.3	2813726	2814911	-	CDS	Rv2500c	fadE19	lipid metabolism	lipid metabolism	0	6	6	0.0	2814318.5	1185	False	False	0	False	NonReactive-Unq
NC_000962.3	2814915	2816880	-	CDS	Rv2501c	accA1	lipid metabolism	lipid metabolism	0	11	11	0.0	2815897.5	1965	False	False	0	False	NonReactive-Unq
NC_000962.3	2816884	2818474	-	CDS	Rv2502c	accD1	lipid metabolism	lipid metabolism	0	8	8	0.0	2817679.0	1590	False	False	0	False	NonReactive-Unq
NC_000962.3	2818470	2819127	-	CDS	Rv2503c	scoB	lipid metabolism	lipid metabolism	0	3	3	0.0	2818798.5	657	False	False	0	False	NonReactive-Unq
NC_000962.3	2819123	2819870	-	CDS	Rv2504c	scoA	lipid metabolism	lipid metabolism	0	4	4	0.0	2819496.5	747	False	False	0	False	NonReactive-Unq
NC_000962.3	2819952	2821596	-	CDS	Rv2505c	fadD35	lipid metabolism	lipid metabolism	0	8	8	0.0	2820774.0	1644	False	False	0	False	NonReactive-Unq
NC_000962.3	2821711	2822359	+	CDS	Rv2506	Rv2506	regulatory proteins	regulatory proteins	0	3	3	0.0	2822035.0	648	False	False	0	False	NonReactive-Unq
NC_000962.3	2822437	2823259	+	CDS	Rv2507	Rv2507	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	2822848.0	822	False	False	0	False	NonReactive-Unq
NC_000962.3	2823255	2824593	-	CDS	Rv2508c	Rv2508c	cell wall and cell processes	cell wall and cell processes	0	7	7	0.0	2823924.0	1338	False	False	0	False	NonReactive-Unq
NC_000962.3	2824677	2825484	+	CDS	Rv2509	Rv2509	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	2825080.5	807	False	False	0	False	NonReactive-Unq
NC_000962.3	2825487	2827089	-	CDS	Rv2510c	Rv2510c	conserved hypotheticals	conserved hypotheticals	0	8	8	0.0	2826288.0	1602	False	False	0	False	NonReactive-Unq
NC_000962.3	2827156	2827804	+	CDS	Rv2511	orn	intermediary metabolism and respiration	intermediary metabolism and respiration	0	3	3	0.0	2827480.0	648	False	False	0	False	NonReactive-Unq
NC_000962.3	2828555	2829803	-	CDS	Rv2512c	Rv2512c	insertion seqs and phages	insertion seqs and phages	3	5	8	0.375	2829179.0	1248	True	True	1	True	Antigen-HHR
